RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7564,15774720,Aydin,716,France,Male,35,3,0.0,2,1,0,158178.76,0
7565,15635655,Ferri,689,Germany,Male,53,6,127023.1,1,1,1,38192.69,1
7566,15798935,Conti,729,France,Male,46,1,123549.98,2,1,0,74528.97,0
7567,15670297,Yildiz,613,France,Male,58,7,0.0,1,0,1,88978.58,0
7568,15622245,Smith,795,France,Male,56,10,0.0,2,0,1,121803.21,0
7569,15654809,Taylor,715,Germany,Female,70,2,123845.82,1,1,0,139756.17,0
7570,15696898,Wagner,661,Spain,Male,49,7,95558.85,1,1,1,92104.81,0
7571,15737725,Yildiz,708,Spain,Male,47,7,0.0,1,1,1,140213.68,0
7572,15797655,Dogan,585,Spain,Female,36,6,0.0,2,1,0,9812.42,0
7573,15614422,Dogan,448,Spain,Female,18,3,98478.86,2,1,0,102773.64,0
7574,15805746,Bianchi,592,France,Female,38,10,169572.24,2,0,1,142112.41,0
7575,15697620,Sahin,722,France,Male,51,6,102757.06,2,1,1,20209.77,1
7576,15597670,Schmidt,658,France,Male,33,4,0.0,2,0,0,140350.86,1
7577,15797307,Wilson,637,France,Female,53,2,0.0,1,1,1,142838.27,0
7578,15652948,Garcia,569,Spain,Male,36,9,0.0,2,0,0,138366.17,0
7579,15720840,Kent,462,Spain,Male,39,7,0.0,2,1,1,195240.94,0
7580,15740229,Howells,787,Germany,Female,61,9,0.0,1,1,1,180581.18,1
7581,15569052,Howells,630,Spain,Male,47,8,0.0,1,1,0,171105.15,0
7582,15621088,Pirozzi,609,Germany,Male,39,1,93561.45,2,1,1,15404.29,0
7583,15737307,Dogan,586,France,Male,67,8,0.0,2,0,0,192560.35,0
7584,15646890,Kent,770,France,Female,31,10,102797.59,1,1,1,176317.97,0
7585,15568033,Ozturk,735,Spain,Male,29,0,130605.33,2,1,0,114779.09,0
7586,15571523,Garcia,557,Germany,Male,28,8,0.0,1,1,1,156921.42,0
7587,15772303,Ferri,762,France,Female,41,8,58371.6,1,1,1,157242.67,0
7588,15604079,Wagner,636,France,Male,38,3,0.0,2,1,0,160186.95,0
7589,15590806,Romano,591,Spain,Female,43,9,162616.86,2,0,0,138475.88,1
7590,15706277,Ferri,622,Spain,Male,21,4,127957.11,1,1,0,123993.94,0
7591,15595433,Davis,575,Germany,Female,21,4,135621.23,1,0,0,112718.63,0
7592,15728966,Romano,523,Spain,Male,29,0,184440.37,2,1,0,148735.58,0
7593,15701718,Taylor,725,France,Male,41,4,0.0,2,0,1,166341.97,0
7594,15727921,Taylor,629,Spain,Male,33,8,118333.63,2,0,1,100243.82,0
7595,15688596,Romano,709,Germany,Female,25,6,81041.01,1,0,1,93535.79,0
7596,15760282,Bianchi,678,Germany,Male,27,3,0.0,1,0,0,176785.96,0
7597,15726882,Garcia,703,Spain,Female,48,7,156774.18,2,0,1,59169.32,0
7598,15669516,Yildiz,454,Spain,Female,58,3,123976.85,2,1,0,5259.55,1
7599,15569545,Brown,567,France,Female,34,4,0.0,1,1,1,20251.29,0
7600,15634070,Martin,705,Spain,Female,26,5,0.0,2,0,1,92010.66,0
7601,15598557,Aydin,528,Germany,Male,41,1,121969.04,1,0,0,21193.66,1
7602,15569596,Ozturk,686,France,Female,64,5,156018.97,2,1,1,199103.3,0
7603,15633990,Conti,516,Germany,Male,39,7,0.0,2,0,1,157664.41,0
7604,15617356,Brown,652,France,Female,40,2,0.0,1,1,0,57107.36,0
7605,15584885,Wagner,805,Germany,Female,36,6,0.0,1,1,1,66944.34,1
7606,15643794,Yildiz,724,France,Male,44,0,130773.9,1,1,1,82236.4,0
7607,15692336,Conti,472,France,Female,40,9,104993.9,2,1,0,15806.89,1
7608,15610250,Arslan,731,France,Male,20,7,103027.42,1,1,0,45746.57,0
7609,15633975,Davis,825,Spain,Female,44,7,0.0,1,0,1,403.61,0
7610,15570736,Cameron,850,France,Female,39,4,99095.82,1,1,0,141824.88,0
7611,15578301,Arslan,696,Germany,Male,26,6,141504.27,2,1,1,9830.7,0
7612,15605061,Chien,519,Germany,Male,30,7,83657.6,1,1,1,41430.76,0
7613,15678926,Cameron,692,France,Female,23,4,65568.6,2,1,1,157555.03,0
7614,15732218,Yilmaz,803,France,Male,46,4,115398.62,2,1,1,92537.03,0
7615,15762777,Kaya,632,France,Male,50,3,159874.11,1,0,0,113474.88,0
7616,15723090,Cameron,750,Spain,Female,41,4,104040.41,2,1,0,139006.33,0
7617,15719906,Smith,569,Spain,Male,33,7,111842.44,1,0,1,199865.47,0
7618,15799611,Lombardo,686,France,Male,38,9,111142.17,3,1,1,51504.92,1
7619,15629608,Greco,411,France,Female,41,2,195352.39,1,1,0,86888.43,0
7620,15765234,Pirozzi,559,Germany,Female,41,2,0.0,1,0,0,124673.58,1
7621,15799908,Rossi,649,France,Female,47,0,101894.34,2,0,1,118409.85,1
7622,15707633,Howells,615,France,Male,31,4,0.0,1,1,1,1952.43,0
7623,15775830,Davis,525,France,Female,39,8,96275.83,1,1,1,211.24,1
7624,15600088,Rossi,602,Germany,Male,28,3,175778.23,1,1,1,133084.76,0
7625,15785387,Garcia,682,France,Male,46,0,0.0,2,1,0,19645.59,0
7626,15706712,Romano,642,Spain,Male,29,2,90531.8,2,1,1,128656.99,0
7627,15621082,Yilmaz,656,France,Female,67,2,146527.58,1,0,1,134427.23,1
7628,15581099,Conti,720,France,Male,38,2,170959.88,2,0,1,176026.93,0
7629,15745675,Romano,617,Spain,Male,33,9,0.0,2,0,0,94838.93,0
7630,15673417,Greco,780,France,Male,31,10,111640.2,1,1,0,164424.21,0
7631,15643198,Miller,555,France,Female,38,4,121029.51,1,0,0,78170.29,1
7632,15663261,Jones,835,France,Male,61,1,122203.98,2,0,0,184525.49,0
7633,15813443,Hsia,757,Germany,Female,27,10,182959.65,1,1,0,18023.25,1
7634,15672649,Kent,616,Germany,Male,46,7,133083.71,2,1,1,103928.0,0
7635,15585394,Chien,622,Germany,Male,29,9,108880.1,1,1,1,178767.73,0
7636,15635654,Cameron,670,France,Male,25,1,131922.77,2,1,1,101390.2,0
7637,15602040,Arslan,707,France,Female,43,1,148081.39,2,1,1,161650.06,0
7638,15737151,Cameron,755,France,Female,34,1,91582.66,1,0,1,91898.09,0
7639,15765792,Wagner,521,France,Male,37,10,127647.43,2,0,1,80926.94,0
7640,15775927,Pirozzi,692,France,Male,42,8,0.0,1,1,1,119449.72,0
7641,15723914,Demir,447,Germany,Male,61,9,85471.41,2,1,0,181453.73,0
7642,15757821,Davis,633,Germany,Male,46,6,107267.07,2,0,1,179894.31,0
7643,15670019,Sahin,790,Germany,Female,34,3,0.0,2,1,0,144549.02,1
7644,15722632,Martin,514,Germany,Male,47,3,0.0,1,1,1,106724.19,0
7645,15592443,Hooper,496,Germany,Female,24,1,176134.86,2,0,1,98708.62,0
7646,15700281,Muller,671,France,Male,35,2,120579.97,2,0,1,84440.37,0
7647,15705061,Hooper,783,Germany,Male,32,7,0.0,2,1,0,187396.5,0
7648,15573471,Wagner,681,France,Male,71,4,139695.18,2,1,0,151643.41,0
7649,15702772,Rossi,467,Germany,Male,29,5,118022.32,2,0,1,53260.47,0
7650,15746426,Pirozzi,488,France,Female,45,9,106660.09,1,0,1,181090.67,0
7651,15657594,Romano,659,Germany,Male,31,1,0.0,1,0,0,15348.23,0
7652,15701940,Pirozzi,537,Spain,Female,28,7,164932.87,2,1,0,23818.66,0
7653,15637216,Kaya,663,France,Male,30,10,147207.35,1,1,1,129429.84,0
7654,15633383,Weber,669,France,Male,39,9,116672.32,2,1,1,99653.9,0
7655,15598072,Hsia,603,Spain,Male,37,2,130525.05,2,1,0,65287.13,0
7656,15647657,Conti,824,France,Male,33,3,95594.07,1,1,1,93535.28,0
7657,15766490,Hsia,707,France,Male,50,6,0.0,1,0,0,95496.08,0
7658,15799592,Ozturk,766,France,Male,35,5,84687.92,2,0,1,137508.83,0
7659,15724600,Weber,738,France,Female,49,7,143915.58,2,0,0,41101.92,0
7660,15721784,Conti,636,Germany,Female,37,7,169370.69,1,1,1,145036.94,0
7661,15719149,Yilmaz,631,Spain,Male,27,1,86155.58,2,1,1,121111.58,0
7662,15684673,Demir,621,Germany,Female,39,9,0.0,2,1,1,1646.25,0
7663,15671455,Schmidt,715,Germany,Male,39,1,138792.71,1,1,1,101463.22,0
7664,15720924,Ferri,588,Spain,Female,76,6,0.0,1,1,1,15906.57,1
7665,15761792,Chien,816,Spain,Female,56,10,127669.86,2,0,1,98559.95,0
7666,15669132,Sahin,578,France,Male,59,0,166156.82,2,0,0,59169.69,1
7667,15707167,Ferri,671,Germany,Female,37,4,157170.91,1,0,1,104426.71,0
7668,15683241,Ferri,628,France,Male,31,4,156247.09,2,0,0,78776.81,0
7669,15637076,Onio,607,France,Male,35,4,108833.37,1,0,1,83003.24,0
7670,15638275,Davis,850,Spain,Female,34,9,91865.57,1,1,1,74962.46,0
7671,15585392,Garcia,608,Spain,Female,49,0,119940.13,2,1,1,155658.96,0
7672,15675659,Sahin,621,Spain,Male,32,8,123611.86,2,1,0,77893.56,0
7673,15743807,Ferri,586,France,Male,47,0,0.0,2,1,0,90134.15,1
7674,15737091,Muller,654,France,Male,52,10,101683.84,2,0,0,152324.98,0
7675,15812106,Brown,640,France,Male,44,10,89717.79,1,0,1,129491.35,0
7676,15575686,Wagner,543,France,Male,25,8,0.0,1,1,1,36096.22,0
7677,15755856,Greco,609,France,Male,43,9,98794.94,2,1,0,159091.97,0
7678,15764449,Aydin,709,Germany,Female,24,1,144158.74,2,1,1,130717.78,0
7679,15674804,Ferri,749,Germany,Female,38,1,111015.42,2,1,0,103099.12,0
7680,15636442,Fischer,652,France,Female,35,2,117106.59,2,1,1,115445.34,0
7681,15654972,Yilmaz,656,France,Male,45,3,84640.2,1,1,0,116773.39,0
7682,15736333,Ozturk,615,France,Male,33,3,132027.95,1,0,1,95240.75,0
7683,15781233,Davis,602,Spain,Male,32,1,111703.9,2,1,1,33696.73,0
7684,15726375,Yildiz,562,France,Female,33,1,87693.84,1,1,0,86117.77,0
7685,15694242,Miller,501,France,Female,34,8,0.0,1,1,1,34062.39,0
7686,15728850,Yildiz,583,France,Male,24,7,94119.25,2,1,1,175871.62,0
7687,15583349,Pirozzi,737,France,Female,53,9,0.0,2,1,1,197129.37,1
7688,15717726,Romano,609,France,Male,34,3,142630.51,1,1,0,164010.7,0
7689,15576235,Garcia,617,Spain,Male,47,9,85555.75,2,1,1,162603.68,0
7690,15805465,Cameron,615,France,Male,43,2,0.0,2,1,1,33972.18,0
7691,15787992,Yilmaz,769,France,Male,35,8,188573.8,2,0,1,57522.31,0
7692,15692781,Romano,561,France,Male,32,2,91811.35,2,1,1,73846.04,0
7693,15659217,Fischer,677,France,Female,23,5,133985.72,1,0,1,105718.1,0
7694,15748772,Howells,643,Spain,Female,31,10,107810.63,2,1,0,127126.77,0
7695,15725089,Arslan,657,Germany,Male,25,0,127474.2,1,1,0,50297.37,0
7696,15742055,Romano,673,France,Male,27,8,66855.33,2,1,0,111593.19,0
7697,15694590,Hooper,655,Germany,Male,47,6,132265.03,2,1,0,145073.28,0
7698,15624765,Cameron,726,France,Female,32,3,123139.42,2,0,1,43983.76,1
7699,15584013,Ozturk,647,France,Female,29,10,192322.25,2,1,0,180525.46,0
7700,15636524,Rossi,817,France,Female,33,8,58696.84,2,1,1,94704.5,1
7701,15697944,Smith,654,Spain,Female,25,9,105497.72,2,1,1,161361.01,0
7702,15671700,Davis,486,Germany,Male,26,10,133703.46,2,1,1,80747.52,0
7703,15692286,Ozturk,711,France,Female,49,9,146413.56,1,1,0,92853.95,1
7704,15635122,Yildiz,688,Spain,Male,57,8,0.0,2,1,0,165307.92,0
7705,15800158,Smith,653,France,Female,37,1,157932.17,2,1,0,55280.62,0
7706,15657382,Yildiz,625,France,Female,21,4,121930.36,1,0,1,27325.71,0
7707,15777230,Wagner,447,France,Male,56,4,124072.82,1,0,1,189007.91,0
7708,15663436,Romano,463,France,Male,65,1,68038.19,1,1,1,112192.36,0
7709,15676592,Davis,808,France,Male,41,3,137544.69,1,1,1,67195.33,0
7710,15716660,Chien,594,Spain,Male,30,8,165502.64,2,1,0,100398.17,1
7711,15631481,Bianchi,743,France,Male,47,6,90281.45,1,1,1,107863.19,0
7712,15620671,Ozturk,496,France,Male,36,0,106753.52,2,0,1,145180.63,0
7713,15660494,Brown,550,France,Male,46,7,77499.64,2,1,1,172771.37,0
7714,15766765,Pirozzi,715,France,Male,22,3,133934.86,2,1,0,63601.71,0
7715,15601849,Yilmaz,640,France,Female,32,0,115118.68,3,1,1,94763.27,1
7716,15675080,Conti,702,France,Male,25,0,0.0,1,1,0,20419.82,0
7717,15733722,Conti,649,France,Male,27,0,0.0,1,1,1,159426.91,0
7718,15742254,Smith,630,France,Male,22,2,117097.18,1,1,1,76942.33,0
7719,15674297,Jones,585,France,Female,27,7,0.0,1,0,0,53968.94,0
7720,15586060,Arslan,535,Germany,Male,52,3,125079.34,2,1,0,139697.32,0
7721,15569677,Ferri,785,Spain,Male,29,9,120682.25,2,1,1,133291.32,0
7722,15683187,Arslan,800,France,Male,22,4,0.0,2,1,0,887.09,0
7723,15768203,Cameron,550,Germany,Male,28,0,162834.45,1,1,0,163946.76,0
7724,15572755,Davis,544,Germany,Female,22,1,149247.01,2,0,1,60912.63,0
7725,15787560,Conti,617,Germany,Female,37,2,172678.72,2,1,0,153367.78,0
7726,15734671,Kent,683,Germany,Male,29,6,84922.02,1,1,1,91516.33,0
7727,15567714,Martin,633,Germany,Male,34,5,97310.36,2,1,1,51396.18,1
7728,15651624,Romano,698,Spain,Male,30,10,153272.01,2,1,0,184796.46,1
7729,15620823,Yilmaz,645,France,Male,34,1,89656.32,1,1,1,72208.24,0
7730,15803003,Demir,639,France,Male,21,1,168597.06,1,0,1,188403.16,0
7731,15704390,Hsia,850,Germany,Female,28,5,104695.36,1,0,0,168933.15,0
7732,15646728,Moore,600,Spain,Male,43,7,115661.53,2,1,0,80877.52,0
7733,15635210,Davis,807,France,Male,44,4,108844.35,1,1,1,150038.67,0
7734,15706646,Sahin,789,Spain,Female,35,1,120366.57,2,1,1,141406.15,0
7735,15566974,Onio,698,Germany,Female,35,4,0.0,1,1,0,30633.58,0
7736,15630045,Martin,465,Germany,Male,20,7,159545.9,1,0,0,102661.27,1
7737,15607051,Moore,653,Spain,Female,40,5,0.0,2,1,0,100184.13,0
7738,15720722,Martin,601,Germany,Female,52,1,188453.76,1,1,1,39726.26,1
7739,15732999,Taylor,652,Germany,Female,22,0,106251.31,1,1,0,167448.61,0
7740,15682456,Muller,548,Spain,Male,46,9,0.0,1,1,1,64298.29,0
7741,15600706,Hooper,723,France,Female,22,3,0.0,1,0,0,194711.17,0
7742,15658353,Chien,745,Spain,Female,37,0,0.0,1,1,0,77431.05,0
7743,15776416,Aydin,762,Spain,Female,21,4,75812.79,2,0,0,10835.13,0
7744,15616621,Kent,613,Germany,Female,23,2,143820.73,1,0,0,118002.71,0
7745,15606541,Brown,548,France,Male,27,2,0.0,1,0,0,157680.75,0
7746,15593580,Yilmaz,684,France,Female,26,7,107734.04,1,0,1,122607.32,0
7747,15769870,Kaya,819,France,Female,50,7,142304.06,1,1,1,11828.45,1
7748,15595669,Hooper,657,France,Female,38,7,134240.81,1,1,0,159884.17,1
7749,15711099,Davis,693,Germany,Male,26,9,122250.79,2,1,1,148292.04,0
7750,15815450,Yilmaz,627,Spain,Female,43,5,127273.5,2,0,0,40306.18,0
7751,15726146,Howells,602,Germany,Male,45,8,139692.7,1,1,0,150356.41,0
7752,15668774,Jones,713,France,Female,41,2,101920.47,1,1,1,9933.7,0
7753,15617405,Rossi,640,Spain,Female,39,7,0.0,1,1,0,146155.95,0
7754,15566183,Pirozzi,689,Spain,Female,39,6,119873.61,2,1,1,73886.78,0
7755,15604590,Kaya,699,Germany,Female,26,4,124155.12,3,1,0,108852.66,1
7756,15803922,Fischer,683,France,Female,37,10,154736.52,1,1,1,67731.09,0
7757,15601600,Bianchi,704,Germany,Male,50,10,128623.33,2,1,0,98470.17,0
7758,15570695,Aydin,568,France,Male,60,7,0.0,1,0,1,146884.05,1
7759,15769710,Garcia,562,France,Female,35,2,105154.71,2,1,0,5854.45,0
7760,15670342,Taylor,646,Germany,Male,29,1,0.0,2,1,1,179990.84,0
7761,15654946,Yildiz,648,Germany,Female,27,7,0.0,1,1,1,92332.04,0
7762,15745062,Weber,600,France,Male,49,10,91126.19,1,0,0,90054.72,0
7763,15696452,Brown,673,Spain,Female,27,1,108781.78,2,0,0,83509.94,1
7764,15794340,Greco,737,Spain,Female,34,7,134221.66,1,1,1,194235.32,0
7765,15682595,Howells,764,Germany,Male,33,6,105000.97,2,0,0,150070.95,0
7766,15743914,Muller,786,France,Female,45,6,0.0,1,1,1,168294.69,0
7767,15785407,Celik,524,France,Female,40,1,130336.33,1,1,1,62770.95,0
7768,15681602,Yilmaz,538,Germany,Female,65,1,0.0,1,0,1,184241.85,0
7769,15636768,Yildiz,622,Spain,Male,40,4,71116.43,1,0,0,105448.83,0
7770,15809300,Taylor,658,Germany,Male,50,3,0.0,1,1,1,189918.77,0
7771,15622396,Cameron,627,France,Female,31,6,0.0,1,1,0,38317.94,0
7772,15575530,Aydin,597,France,Male,40,5,0.0,2,1,1,184631.4,0
7773,15710232,Weber,621,France,Female,51,6,0.0,1,1,0,17927.65,0
7774,15812413,Kaya,696,Germany,Male,49,6,142496.96,2,0,1,92511.82,0
7775,15587309,Smith,522,France,Female,24,10,134138.99,3,1,1,26781.02,0
7776,15778039,Romano,850,France,Female,26,3,0.0,3,1,0,157766.6,0
7777,15773300,Onio,652,Germany,Female,40,4,0.0,2,0,1,45826.38,1
7778,15797923,Cameron,751,Spain,Female,34,7,162737.93,1,1,0,75948.42,0
7779,15671087,Chien,594,France,Female,36,6,0.0,1,1,1,49962.36,0
7780,15629391,Kaya,705,France,Female,33,1,0.0,1,1,0,179307.43,0
7781,15693731,Brown,660,Germany,Female,47,2,0.0,2,1,1,161600.54,0
7782,15601313,Cameron,732,Spain,Male,38,9,124862.58,2,1,1,112735.99,0
7783,15776404,Sahin,631,France,Female,35,0,81044.79,2,1,0,153100.48,0
7784,15731522,Weber,799,France,Female,72,1,0.0,1,1,1,44822.79,0
7785,15686527,Weber,507,Germany,Male,50,7,115617.94,3,1,1,116884.19,1
7786,15694660,Hooper,741,France,Male,54,10,155403.46,2,1,1,87973.33,0
7787,15743723,Arslan,661,Spain,Male,25,9,98703.09,2,1,0,77622.84,0
7788,15696487,Dogan,552,Germany,Female,74,7,133258.0,2,0,0,98877.48,1
7789,15775643,Ozturk,837,France,Female,71,3,0.0,2,1,0,33899.78,1
7790,15796845,Davis,827,Spain,Male,47,8,146011.71,1,1,0,27319.43,1
7791,15803138,Hsia,451,Germany,Male,38,4,0.0,1,1,1,136810.54,0
7792,15720714,Celik,667,France,Female,29,3,0.0,1,1,1,66487.58,0
7793,15751330,Ferri,718,France,Male,49,3,124318.0,1,1,1,7456.32,0
7794,15643463,Dogan,692,Germany,Female,66,3,197705.45,2,1,1,118707.57,0
7795,15575229,Ferri,795,Spain,Male,39,6,0.0,1,1,1,76065.44,0
7796,15665713,Jones,776,France,Male,26,8,76380.99,3,0,1,38877.67,1
7797,15783619,Conti,675,France,Male,23,7,126786.48,2,0,1,179899.86,0
7798,15599073,Jones,850,Spain,Male,37,9,88029.52,2,1,0,137423.68,0
7799,15702123,Kent,740,France,Female,32,2,131196.41,2,0,1,193288.52,0
7800,15613777,Ozturk,616,France,Male,27,6,146125.99,2,1,1,195179.34,0
7801,15673014,Sahin,597,France,Female,22,7,89290.83,1,0,1,7161.96,0
7802,15601536,Ozturk,769,Germany,Female,63,4,75863.51,1,1,1,178421.13,0
7803,15749379,Martin,574,Germany,Female,56,8,0.0,2,1,1,110316.39,0
7804,15768264,Lombardo,611,France,Male,33,6,172015.11,3,0,1,65232.82,1
7805,15755281,Ozturk,627,France,Male,18,2,110859.58,1,1,0,195310.04,0
7806,15741911,Cameron,684,Germany,Male,42,7,0.0,1,0,1,199213.57,1
7807,15624486,Fischer,631,Germany,Female,57,0,0.0,2,0,0,107783.61,0
7808,15698281,Garcia,524,France,Male,65,8,141389.56,2,0,0,67697.2,1
7809,15591896,Garcia,762,France,Female,42,2,0.0,2,1,0,62303.58,0
7810,15659288,Greco,611,Germany,Female,29,4,140371.57,2,1,1,107903.27,0
7811,15692149,Weber,844,France,Male,40,8,0.0,2,0,1,116089.48,0
7812,15732817,Dogan,679,France,Male,35,8,52654.2,2,1,0,90189.34,0
7813,15589900,Lombardo,772,Spain,Female,33,3,0.0,2,1,1,109132.0,0
7814,15768918,Martin,711,Spain,Female,18,7,80733.98,1,0,1,68758.78,0
7815,15680422,Sahin,776,France,Male,53,0,92900.76,2,1,0,169133.97,1
7816,15785999,Howells,705,Spain,Female,43,9,129631.41,1,1,1,111142.95,0
7817,15697564,Kent,673,Germany,Male,24,2,0.0,2,0,1,73278.05,0
7818,15702449,Wilson,755,Spain,Female,53,8,120995.23,1,1,0,169678.05,0
7819,15738841,Weber,850,Spain,Female,63,5,116105.14,2,1,1,150510.44,0
7820,15770663,Dogan,624,Germany,Female,28,4,114402.52,1,1,0,145887.12,1
7821,15605105,Kent,726,France,Male,43,3,119619.81,1,1,0,15228.46,0
7822,15693521,Miller,649,France,Female,35,8,0.0,2,0,0,55241.91,0
7823,15573189,Smith,699,Germany,Female,21,3,0.0,1,0,0,88790.22,0
7824,15684328,Hsia,654,France,Male,40,6,0.0,2,1,1,22491.78,0
7825,15769070,Smith,443,Germany,Female,48,0,0.0,2,1,0,5683.4,0
7826,15782049,Bianchi,631,France,Male,40,7,0.0,1,1,0,52299.42,0
7827,15636577,Wagner,746,Spain,Female,56,1,111932.84,1,1,0,91411.78,0
7828,15662290,Martin,577,Spain,Female,39,2,135400.71,2,1,1,73484.48,0
7829,15703585,Cameron,738,France,Male,21,7,119335.33,2,1,1,172151.52,0
7830,15664674,Wilson,668,Germany,Male,30,8,0.0,1,0,1,154902.43,0
7831,15610218,Conti,632,Spain,Female,51,1,0.0,1,1,1,158911.18,0
7832,15641925,Smith,737,Germany,Female,18,1,132055.77,1,0,0,32066.11,0
7833,15666710,Weber,715,Spain,Male,31,1,178066.22,1,1,1,172619.21,0
7834,15695370,Chien,690,Germany,Female,40,2,100164.75,1,1,1,195655.66,0
7835,15795873,Greco,748,France,Male,51,2,92527.95,2,1,1,83071.11,0
7836,15701907,Arslan,669,France,Male,58,3,131941.49,2,0,0,103269.95,1
7837,15662475,Ozturk,492,France,Female,34,5,0.0,2,1,1,85689.62,0
7838,15730809,Kent,614,France,Female,37,8,123999.75,1,0,1,42117.27,0
7839,15758956,Lombardo,477,Spain,Male,31,0,130768.98,2,0,1,40375.97,1
7840,15673321,Wagner,713,Germany,Male,38,4,0.0,2,1,1,65350.56,0
7841,15688012,Moore,736,France,Male,25,0,0.0,2,0,0,71492.03,0
7842,15620157,Martin,740,France,Male,43,6,141629.56,1,0,0,19414.58,0
7843,15781888,Schmidt,697,France,Female,18,9,76974.07,1,1,0,21943.97,0
7844,15782401,Wagner,743,France,Male,42,10,104705.33,1,1,1,124487.81,0
7845,15609426,Brown,499,Germany,Male,35,0,0.0,1,1,0,124248.83,1
7846,15652197,Yilmaz,640,France,Female,52,7,117510.86,2,1,0,34736.54,1
7847,15633685,Demir,514,Spain,Male,47,8,143466.44,1,0,0,49197.27,0
7848,15796426,Garcia,616,Spain,Male,33,9,0.0,1,1,0,105658.34,0
7849,15582006,Fischer,805,Germany,Female,46,0,127153.78,2,0,1,133597.27,1
7850,15617537,Wilson,755,Germany,Male,26,1,137067.63,2,1,0,189050.02,0
7851,15644424,Bianchi,714,Spain,Male,22,4,0.0,1,1,0,182483.1,0
7852,15705709,Moore,633,France,Female,42,0,97495.47,2,1,1,61320.23,0
7853,15627942,Smith,555,France,Female,21,3,0.0,2,1,0,58754.64,0
7854,15699848,Wagner,668,France,Female,60,2,124572.9,2,0,0,76052.02,0
7855,15752499,Weber,757,France,Male,19,9,146398.66,1,1,1,175848.66,0
7856,15772853,Conti,689,France,Female,51,9,0.0,2,1,1,41054.47,0
7857,15590465,Onio,498,Germany,Female,35,3,0.0,2,0,1,151735.18,0
7858,15600412,Davis,660,France,Male,44,8,112386.73,2,1,1,58190.64,0
7859,15589498,Weber,466,France,Male,39,0,0.0,2,1,0,104356.27,0
7860,15793175,Miller,727,France,Female,31,4,0.0,2,1,1,91998.61,0
7861,15728718,Kent,583,France,Male,29,10,166240.39,2,1,1,146885.34,0
7862,15698552,Bianchi,533,Germany,Female,45,10,119158.75,1,1,0,134839.18,1
7863,15763420,Onio,729,France,Male,52,4,127413.13,2,1,0,105337.61,0
7864,15712221,Brown,704,France,Male,40,7,0.0,3,1,0,117248.22,1
7865,15624561,Yilmaz,672,France,Female,43,0,85788.18,1,0,0,124148.09,0
7866,15693236,Yildiz,850,Germany,Female,39,8,122848.72,1,1,0,165024.58,0
7867,15741496,Chien,711,France,Male,24,2,127459.98,1,1,1,58133.81,0
7868,15574706,Conti,588,Germany,Female,24,0,151586.9,2,1,0,87729.35,1
7869,15717278,Muller,700,Spain,Female,58,5,0.0,1,1,1,126053.53,0
7870,15689968,Howells,623,France,Male,35,9,90483.86,2,1,1,194170.03,0
7871,15583076,Moore,772,France,Female,50,6,0.0,2,1,0,153578.74,0
7872,15631585,Conti,677,Germany,Female,32,5,110673.39,2,1,0,155936.0,0
7873,15677829,Greco,686,France,Male,28,2,0.0,1,1,0,31822.75,0
7874,15651369,Arslan,512,Spain,Female,32,0,117136.11,2,0,1,141209.91,0
7875,15638214,Kent,656,Spain,Female,46,0,133714.21,1,1,1,19465.49,0
7876,15727969,Yilmaz,645,France,Male,29,0,0.0,2,1,1,9140.39,0
7877,15666787,Romano,552,France,Male,39,3,106917.6,1,1,1,88854.56,1
7878,15690119,Wilson,629,Germany,Female,44,6,132700.32,2,1,1,155132.0,0
7879,15765271,Jones,692,Germany,Male,37,0,0.0,1,1,1,152334.15,0
7880,15589004,Greco,650,France,Male,39,6,132598.56,1,0,1,40220.18,0
7881,15655673,Schmidt,514,Spain,Female,39,8,131571.89,2,1,0,46922.97,0
7882,15583960,Yildiz,624,France,Female,29,1,104420.43,2,0,0,167845.64,0
7883,15797522,Yildiz,605,Spain,Male,34,4,125586.56,3,0,0,142418.51,1
7884,15612113,Celik,669,Spain,Male,28,3,166484.31,2,1,1,142042.39,0
7885,15770658,Jones,658,France,Female,33,8,118951.34,1,0,0,33553.0,0
7886,15613420,Demir,610,France,Female,47,4,111161.02,1,1,0,183752.18,0
7887,15646711,Smith,607,France,Male,47,8,0.0,3,0,1,177859.54,0
7888,15717769,Hooper,656,Spain,Male,40,0,116145.01,2,1,0,68332.07,0
7889,15773535,Kent,742,France,Male,37,9,138997.0,2,1,1,135659.44,0
7890,15610152,Cameron,677,France,Male,43,10,0.0,1,1,1,174836.97,0
7891,15618978,Taylor,787,Germany,Male,39,7,0.0,2,0,1,152760.52,0
7892,15786121,Fischer,759,France,Female,33,9,0.0,1,1,1,104262.06,0
7893,15646188,Greco,794,France,Male,36,7,0.0,2,1,1,32398.65,0
7894,15618138,Demir,781,Spain,Female,26,2,153215.96,1,0,1,42356.18,0
7895,15751573,Lombardo,800,Germany,Female,25,1,165158.07,1,1,1,52758.16,1
7896,15588482,Weber,539,Germany,Female,56,9,0.0,1,1,1,35294.55,0
7897,15782432,Davis,712,France,Male,46,0,85322.72,1,1,0,140135.37,0
7898,15784627,Wilson,767,Germany,Female,31,6,116757.46,1,0,0,41400.33,1
